37.55313	37.50313	-39.251
37.5562	37.5062	-39.518
37.5598	37.5098	-40.589
37.56351	37.51351	-40.754
37.5668	37.5168	-39.261
37.56992	37.51992	-39.177
37.57301	37.52301	-38.784
37.57651	37.52651	-38.499
37.57965	37.52965	-38.964
37.58335	37.53335	-38.611
37.58603	37.53603	-38.262
37.58849	37.53849	-38.366
37.59115	37.54115	-38.181
37.59389	37.54389	-37.482
37.59638	37.54638	-37.739
37.59968	37.54968	-41.564
37.60276	37.55276	-39.076
37.60544	37.55544	-40.327
37.60871	37.55871	-38.075
37.61127	37.56127	-38.219
37.61437	37.56437	-39.395
37.61759	37.56759	-39.876
37.62099	37.57099	-37.864
37.6237	37.5737	-38.222
37.62618	37.57618	-36.948
37.62993	37.57993	-37.014
37.63372	37.58372	-38.482
37.63763	37.58763	-38.231
37.6409	37.5909	-39.281
37.64455	37.59455	-39.366
37.64784	37.59784	-39.92
37.6507	37.6007	-37.767
37.65309	37.60309	-37.203
37.65654	37.60654	-37.237
37.65876	37.60876	-38.55
37.66146	37.61146	-39.785
37.66431	37.61431	-38.349
37.66745	37.61745	-37.977
37.6701	37.6201	-38.914
37.67282	37.62282	-38.39
37.67583	37.62583	-40.101
37.67876	37.62876	-37.7
37.682	37.632	-37.548
37.6846	37.6346	-38.21
37.68744	37.63744	-39.603
37.69066	37.64066	-36.528
37.69321	37.64321	-41.314
37.6958	37.6458	-37.318
37.69936	37.64936	-39.765
37.70185	37.65185	-39.569
37.70434	37.65434	-39.168
37.70682	37.65682	-39.311
37.70975	37.65975	-37.957
37.71271	37.66271	-37.394
37.71628	37.66628	-39.62
37.71916	37.66916	-39.376
37.72254	37.67254	-39.264
37.72548	37.67548	-38.643
37.7291	37.6791	-37.558
37.73219	37.68219	-39.537
37.73565	37.68565	-37.446
37.73893	37.68893	-37.913
37.74137	37.69137	-38.38
37.74423	37.69423	-36.235
37.74733	37.69733	-41.048
37.75023	37.70023	-40.214
37.75381	37.70381	-38.909
37.75755	37.70755	-38.087
37.76032	37.71032	-37.46
37.76332	37.71332	-38.14
37.76641	37.71641	-40.806
37.76866	37.71866	-39.436
37.7717	37.7217	-38.578
37.77455	37.72455	-38.783
37.77729	37.72729	-39.333
37.78054	37.73054	-37.959
37.78406	37.73406	-40.487
37.78693	37.73693	-39.084
37.79013	37.74013	-39.674
37.79344	37.74344	-38.582
37.79563	37.74563	-40.641
37.7986	37.7486	-38.735
37.80077	37.75077	-36.419
37.80369	37.75369	-35.456
37.80645	37.75645	-37.803
37.80977	37.75977	-37.077
37.81216	37.76216	-37.663
37.81456	37.76456	-38.1
37.81663	37.76663	-39.368
37.81944	37.76944	-39.772
37.82223	37.77223	-38.264
37.82463	37.77463	-38.276
37.82735	37.77735	-37.812
37.83061	37.78061	-37.084
37.83417	37.78417	-37.362
37.837	37.787	-38.756
37.83918	37.78918	-38.618
37.84189	37.79189	-39.685
37.84464	37.79464	-39.216
37.84727	37.79727	-38.87
37.85071	37.80071	-40.11
37.85375	37.80375	-38.073
37.85671	37.80671	-36.588
37.85906	37.80906	-40.174
37.8621	37.8121	-40.538
37.86456	37.81456	-36.646
37.86764	37.81764	-38.291
37.86992	37.81992	-39.908
37.87357	37.82357	-39.127
37.8764	37.8264	-39.254
37.87939	37.82939	-37.04
37.882	37.832	-35.799
37.8846	37.8346	-39.262
37.88742	37.83742	-37.599
37.89003	37.84003	-37.425
37.89251	37.84251	-37.778
37.89567	37.84567	-38.389
37.89853	37.84853	-37.879
37.90101	37.85101	-36.228
37.90387	37.85387	-40.346
37.90677	37.85677	-39.558
37.90929	37.85929	-38.115
37.91156	37.86156	-38.437
37.91444	37.86444	-38.387
37.91671	37.86671	-37.154
37.91924	37.86924	-37.636
37.92216	37.87216	-36.644
37.92538	37.87538	-36.899
37.92822	37.87822	-37.883
37.93065	37.88065	-41.192
37.93327	37.88327	-38.629
37.93682	37.88682	-37.698
37.94026	37.89026	-38.345
37.94314	37.89314	-40.415
37.94638	37.89638	-39.128
37.94913	37.89913	-39.309
37.9516	37.9016	-38.617
37.9551	37.9051	-38.08
37.95814	37.90814	-37.175
37.96048	37.91048	-36.737
37.963	37.913	-37.227
37.96572	37.91572	-37.109
37.96829	37.91829	-36.987
37.97148	37.92148	-37.987
37.97369	37.92369	-35.988
37.97632	37.92632	-35.151
37.9787	37.9287	-36.04
37.98142	37.93142	-38.403
37.98423	37.93423	-38.438
37.98696	37.93696	-39.692
37.98942	37.93942	-40.151
37.99209	37.94209	-39.693
37.99548	37.94548	-39.674
37.99781	37.94781	-37.456
38	37.95	-37.536
38.00282	37.95282	-37.646
38.00648	37.95648	-36.285
38.00943	37.95943	-36.733
38.01234	37.96234	-37.611
38.01601	37.96601	-38.954
38.01867	37.96867	-37.228
38.02124	37.97124	-37.712
38.02388	37.97388	-39.023
38.02681	37.97681	-37.998
38.02923	37.97923	-39.529
38.03222	37.98222	-40.973
38.03477	37.98477	-39.072
38.03678	37.98678	-38.572
38.03975	37.98975	-39.13
38.04361	37.99361	-39.998
38.04602	37.99602	-39.39
38.04889	37.99889	-38.223
38.05152	38.00152	-39.892
38.05391	38.00391	-40.62
38.05661	38.00661	-38.263
38.05835	38.00835	-38.408
38.06034	38.01034	-37.848
38.06307	38.01307	-34.854
38.06578	38.01578	-37.252
38.06892	38.01892	-38.882
38.07143	38.02143	-39.271
38.07427	38.02427	-37.138
38.07676	38.02676	-39.058
38.0793	38.0293	-39.274
38.08133	38.03133	-38.415
38.0848	38.0348	-38.334
38.08759	38.03759	-38.283
38.0904	38.0404	-37.958
38.09388	38.04388	-36.718
38.09624	38.04624	-36.242
38.09898	38.04898	-37.722
38.10175	38.05175	-38.395
38.10434	38.05434	-36.582
38.10698	38.05698	-35.956
38.10894	38.05894	-36.904
38.11188	38.06188	-37.851
38.11423	38.06423	-37.059
38.11656	38.06656	-38.795
38.11933	38.06933	-36.549
38.12159	38.07159	-37.072
38.12508	38.07508	-39.175
38.12739	38.07739	-40.966
38.13021	38.08021	-37.935
38.13235	38.08235	-38.823
38.13464	38.08464	-39.711
38.13647	38.08647	-38.01
38.13872	38.08872	-37.272
38.14125	38.09125	-37.216
38.14355	38.09355	-38.062
38.14614	38.09614	-37.43
38.14892	38.09892	-36.311
38.15131	38.10131	-36.386
38.15429	38.10429	-36.462
38.15692	38.10692	-37.593
38.16	38.11	-36.709
38.16294	38.11294	-37.29
38.16514	38.11514	-37.229
38.16742	38.11742	-39.088
38.16954	38.11954	-37.781
38.17237	38.12237	-37.356
38.17505	38.12505	-38.379
38.178	38.128	-36.86
38.18125	38.13125	-37.122
38.18358	38.13358	-38.064
38.18663	38.13663	-37.888
38.18961	38.13961	-38.849
38.19272	38.14272	-37.331
38.19552	38.14552	-39.413
38.19824	38.14824	-39.01
38.2008	38.1508	-38.974
38.20401	38.15401	-39.482
38.20702	38.15702	-38.768
38.20975	38.15975	-37.929
38.21262	38.16262	-40.581
38.21602	38.16602	-40.913
38.22091	38.17091	-42.458
38.22514	38.17514	-42.339
38.23016	38.18016	-40.58
38.23411	38.18411	-40.327
38.23924	38.18924	-43.771
38.24455	38.19455	-45.425
38.24986	38.19986	-43.845
38.25474	38.20474	-42.573
38.26049	38.21049	-42.985
38.26592	38.21592	-41.103
38.27209	38.22209	-45.385
38.27698	38.22698	-46.083
38.2829	38.2329	-44.297
38.28795	38.23795	-43.802
38.29402	38.24402	-41.658
38.29943	38.24943	-44.144
38.303	38.253	-44.185
38.30692	38.25692	-42.095
38.31131	38.26131	-41.077
38.31534	38.26534	-43.158
38.321	38.271	-44.781
38.325	38.275	-41.091
38.32991	38.27991	-41.734
38.33451	38.28451	-41.55
38.33887	38.28887	-41.339
38.34288	38.29288	-42.502
38.34751	38.29751	-41.015
38.35206	38.30206	-42.498
