38.35688	38.30688	-43.69
38.36163	38.31163	-47.181
38.36758	38.31758	-47.515
38.37181	38.32181	-45.434
38.37693	38.32693	-45.379
38.38184	38.33184	-44.386
38.38692	38.33692	-44.882
38.39236	38.34236	-45.377
38.39808	38.34808	-42.358
38.40322	38.35322	-42.368
38.40892	38.35892	-42.487
38.41391	38.36391	-41.794
38.41954	38.36954	-41.696
38.42496	38.37496	-39.967
38.43011	38.38011	-41.864
38.43595	38.38595	-46.434
38.43967	38.38967	-46.886
38.44457	38.39457	-41.306
38.45008	38.40008	-42.754
38.45447	38.40447	-44.201
38.45897	38.40897	-43.201
38.46425	38.41425	-44.393
38.46927	38.41927	-41.019
38.4765	38.4265	-42.869
38.48225	38.43225	-43.397
38.48823	38.43823	-46.101
38.49298	38.44298	-45.728
38.49636	38.44636	-43.987
38.49991	38.44991	-41.779
38.50571	38.45571	-40.724
38.50998	38.45998	-43.315
38.51597	38.46597	-44.67
38.52098	38.47098	-44.532
38.52657	38.47657	-42.137
38.53205	38.48205	-41.748
38.53817	38.48817	-43.737
38.54314	38.49314	-46.421
38.54911	38.49911	-42.285
38.55454	38.50454	-42.752
38.55935	38.50935	-41.584
38.56431	38.51431	-43.569
38.56794	38.51794	-44.773
38.57273	38.52273	-41.883
38.57792	38.52792	-43.551
38.58243	38.53243	-43.725
38.58681	38.53681	-42.281
38.59229	38.54229	-44.797
38.5973	38.5473	-43.23
38.60339	38.55339	-42.383
38.61044	38.56044	-42.332
38.61588	38.56588	-43.439
38.62085	38.57085	-44.607
38.62685	38.57685	-42.344
38.63205	38.58205	-40.082
38.637	38.587	-45.855
38.64259	38.59259	-43.307
38.64762	38.59762	-44.581
38.65335	38.60335	-45.856
38.6575	38.6075	-44.211
38.66293	38.61293	-42.566
38.6688	38.6188	-45.689
38.67391	38.62391	-42.571
38.67848	38.62848	-41.456
38.68339	38.63339	-45.713
38.68893	38.63893	-42.647
38.69451	38.64451	-41.623
38.69966	38.64966	-41.287
38.70521	38.65521	-41.435
38.71054	38.66054	-42.496
38.71723	38.66723	-44.828
38.72159	38.67159	-42.248
38.72584	38.67584	-44.199
38.73084	38.68084	-45.125
38.73675	38.68675	-44.903
38.74209	38.69209	-39.68
38.74707	38.69707	-41.69
38.75235	38.70235	-45.905
38.75716	38.70716	-42.248
38.76289	38.71289	-46.276
38.76742	38.71742	-46.816
38.77324	38.72324	-42.793
38.77774	38.72774	-42.648
38.78197	38.73197	-44.404
38.78589	38.73589	-44.844
38.79209	38.74209	-42.839
38.79677	38.74677	-42.776
38.8015	38.7515	-44.883
38.80702	38.75702	-43.97
38.81289	38.76289	-44.192
38.81862	38.76862	-43.176
38.82362	38.77362	-42.438
38.82902	38.77902	-44.825
38.83261	38.78261	-43.612
38.83685	38.78685	-45.683
38.84213	38.79213	-41.499
38.85043	38.80043	-41.479
38.85638	38.80638	-42.038
38.86192	38.81192	-41.719
38.86675	38.81675	-44.725
38.87176	38.82176	-43.153
38.87704	38.82704	-44.632
38.88224	38.83224	-44.847
38.88767	38.83767	-45.062
38.89332	38.84332	-43.721
38.89827	38.84827	-42.379
38.9039	38.8539	-43.819
38.90997	38.85997	-44.54
38.91525	38.86525	-43.918
38.92129	38.87129	-46.825
38.92599	38.87599	-45.194
38.93104	38.88104	-47.976
38.93558	38.88558	-46.735
38.94052	38.89052	-45.702
38.94445	38.89445	-44.85
38.94817	38.89817	-42.593
38.95274	38.90274	-42.751
38.9574	38.9074	-42.715
