16.22158	33.66772921
14.22948038	52.91341469
18.57532607	35.21877626
15.70962035	37.05357598
14.57115909	53.12475862
6.141009586	84.33980687
2.702307871	103.1656148
2.999186962	93.85597667
3.841675362	71.87073216
7.759338727	84.63022709
5.034845945	98.49644972
17.70388183	19.8031467
20.13110362	30.29342309
12.74805111	51.68812452
4.453121799	91.03475611
4.155572301	99.28877885
4.814954241	82.71565913
2.418037723	77.44935028
7.09435686	68.02583786
9.129529165	73.59236628
11.0528262	94.80569491
11.84784917	60.77240488
8.417669315	76.94150914
9.50771	87.4397994
6.758329986	82.33224017
6.442726296	89.18392031
7.423145778	72.92646625
10.69841771	73.8560139
8.743509417	81.04272264
9.881194506	82.78685018
4.744449359	78.19158257
13.63294259	55.60888313
11.73738453	64.68377396
11.58681143	97.97107043
12.34182409	45.05663792
13.94344722	54.73556761
11.36910418	96.42475814
11.99552622	65.04365273
13.01549798	53.94448045
13.32268528	51.16862015
14.38335533	55.25288342
14.84109702	36.43366916
15.44604238	39.57437307
15.97372067	59.56381114
16.46505964	42.433709
16.8209606	35.29843572
17.29160278	30.31265164
18.13663225	27.30659362
18.95907337	60.16554001
19.38275124	34.56027604
19.74128959	26.14832892
20.678869	24.94845815
8.268268474	93.54171312
8.877305386	95.02981181
7.253686322	92.56060383
10.0875145	74.55748645
10.68802229	70.65507761
11.25768992	98.0631167
9.476671444	73.19780069
11.42531589	89.4552127
11.7417352	57.76693225
10.48374745	76.75987585
9.0919168	73.33253781
9.882981313	78.36565261
7.450046038	74.06014998
7.628476279	67.86642323
10.87882316	86.63063283
6.45881925	99.55529764
8.447274462	71.72931232
6.852081533	64.61822876
7.056210092	75.32861752
6.649564328	94.31132373
3.250819579	94.97265509
3.06797093	85.59786819
3.656782469	71.84388967
3.843289814	83.08836691
4.454820604	106.784409
37.27872708	35.94546183
119.0049751	30.78184782
119.8055556	35.06647971
124.5475	28.77870562
126.9820513	30.21800966
122.4615385	23.05585094
126.3884615	30.49846523
37.90635473	33.06386353
36.7423416	31.4927488
38.55159567	22.06954379
37.51546207	56.19224086
37.4372496	63.47546656
38.48277119	30.48921656
37.02306943	33.65731095
39.10060588	24.05424419
0.703464348	86.23544771
0.911323422	95.39685678
0.845170783	85.8014955
0.286937357	90.8999593
1.378396656	72.11286815
0.746700008	88.87074568
1.320393937	89.34375842
0.333981884	111.4984425
0.595767809	95.62484578
0.254321714	99.99845558
1.249892236	80.57564882
0.658537877	118.4469673
1.12864348	75.1264812
0.395867277	84.89656126
1.015888991	97.26341296
0.084689162	211.4259119
0.141979168	111.0111891
0.200047947	99.73335076
0.264782031	74.51707754
0.391629313	95.82305359
0.461743925	86.00817805
0.529700793	84.60468649
3.196249069	79.2
3.054640842	80.7
2.91597355	96.3
2.779724936	82.3
2.638091203	90.4
2.507415742	83
2.377405902	85.1
2.345087119	74.20951441
2.295256736	82.82119163
2.245738442	89.00302202
2.233425081	87.93176153
2.192723051	75.01053565
2.139191351	88.80916135
2.11701232	80.3416726
2.080425414	65.75258437
1.984637016	69.45783752
1.930894445	82.0835739
1.908871381	76.9
1.881211534	80.6787878
1.880753366	75.46253677
1.860694482	73.93492788
1.824472106	86.31505235
1.745078975	94.17565284
1.658340708	77.80795985
1.634284313	85.32469946
1.612194431	87.38281093
1.611724084	83.39707359
1.579747295	83.99640843
1.554857785	82.06653343
1.523714272	85.80746183
1.501172488	95.72487591
1.499815219	73.39684571
1.470753081	75.58200072
1.432575527	67.62139377
1.405970651	89.82742385
1.381887441	83.21702348
1.341887199	89.6147112
1.300960401	77.79000738
1.280324706	94.67896623
1.279846778	90.18360344
1.217323375	65.14117258
1.195716808	83.31601422
1.17533003	87.78705742
1.108393625	98.18283053
1.046271516	89.80121297
1.015978936	89.55731172
0.98732233	90.58963082
0.922927174	98.78984782
0.893308266	97.97853041
0.866997523	90.47777153
0.791046122	88.50017929
0.770525295	94.68029547
0.733647353	86.38944788
0.664210219	92.50495675
0.643856939	85.66645197
0.590013988	72.59021937
0.559843157	79.65875689
0.527687917	97.00244765
0.498611828	86.33092372
0.470337642	97.57364689
0.439589889	81.52831224
0.40568793	77.64072939
0.384488935	82.07288116
0.356299564	80.12442069
0.29447688	75.38270134
0.265320926	92.87688412
0.244834645	96.26944446
0.178840771	97.20146053
0.149755904	116.7880309
0.116018877	153.1231807
